committee,id,place_name,jew,pal,coop,cluster,place_id,box,bloc,elligible,voters,illegal,legal,AMT,B,G,D,WM,T,KN,L,MHL,MRC,AM,PH,SS,others,prop_voters,p_AMT,p_B,p_G,p_D,p_WM,p_T,p_KN,p_L,p_MHL,p_MRC,p_AM,p_PH,p_SS,p_others
10,4608,BJN,1,0,0,8,2043,1,1,672,501,0,501,61,5,0,1,1,11,70,14,54,36,0,241,1,6,0.745535714,0.121756487,0.00998004,0,0.001996008,0.001996008,0.021956088,0.139720559,0.027944112,0.107784431,0.071856287,0,0.481037924,0.001996008,0.011976048
12,5918,BN XMN MOXB,1,0,0,8,2013,1,1,610,467,0,467,34,0,1,0,0,37,73,9,97,40,0,167,5,4,0.76557377,0.072805139,0,0.002141328,0,0,0.079229122,0.156316916,0.019271949,0.207708779,0.085653105,0,0.357601713,0.010706638,0.00856531
10,4721,BNI CION,1,0,0,8,418,1,1,443,319,0,319,16,2,0,0,1,2,40,3,27,26,0,193,5,4,0.720090293,0.05015674,0.006269592,0,0,0.003134796,0.006269592,0.12539185,0.009404389,0.084639498,0.081504702,0,0.605015674,0.015673981,0.012539185
10,4722,BNI CION,1,0,0,8,418,2,1,413,299,1,298,16,1,1,0,1,6,61,7,36,26,1,132,3,7,0.721549637,0.053691275,0.003355705,0.003355705,0,0.003355705,0.020134228,0.204697987,0.023489933,0.120805369,0.087248322,0.003355705,0.44295302,0.010067114,0.023489933
10,4719,BNI DROR,1,0,0,8,386,1,3,496,365,1,364,41,2,0,0,0,17,53,3,40,31,0,173,3,1,0.733870968,0.112637363,0.005494505,0,0,0,0.046703297,0.145604396,0.008241758,0.10989011,0.085164835,0,0.475274725,0.008241758,0.002747253
10,4720,BNI DROR,1,0,0,8,386,2,1,479,154,0,154,13,2,0,0,0,8,27,2,28,4,0,67,2,1,0.321503132,0.084415584,0.012987013,0,0,0,0.051948052,0.175324675,0.012987013,0.181818182,0.025974026,0,0.435064935,0.012987013,0.006493506
13,6778,BNIH,1,0,0,8,685,1,1,616,486,2,484,31,6,1,0,0,27,119,11,70,22,0,190,3,4,0.785714286,0.064049587,0.012396694,0.002066116,0,0,0.055785124,0.245867769,0.022727273,0.144628099,0.045454545,0,0.392561983,0.006198347,0.008264463
17,9616,BROR JIL,1,0,0,8,428,1.1,1,391,257,1,256,39,0,1,0,2,15,52,10,34,9,1,90,0,3,0.654731458,0.15234375,0,0.00390625,0,0.0078125,0.05859375,0.203125,0.0390625,0.1328125,0.03515625,0.00390625,0.3515625,0,0.01171875
17,9617,BROR JIL,1,0,0,8,428,1.2,1,390,258,0,258,52,1,0,1,0,14,48,5,27,22,0,86,0,2,0.661538462,0.201550388,0.003875969,0,0.003875969,0,0.054263566,0.186046512,0.019379845,0.104651163,0.085271318,0,0.333333333,0,0.007751938
10,4616,BT JN,1,0,0,8,1361,1,3,395,234,0,234,20,5,1,0,2,9,27,6,21,14,0,123,0,6,0.592405063,0.085470085,0.021367521,0.004273504,0,0.008547009,0.038461538,0.115384615,0.025641026,0.08974359,0.05982906,0,0.525641026,0,0.025641026
10,4695,COQI IM,1,0,0,8,1102,1,2,193,132,0,132,11,1,1,0,1,6,20,4,20,19,0,47,1,1,0.683937824,0.083333333,0.007575758,0.007575758,0,0.007575758,0.045454545,0.151515152,0.03030303,0.151515152,0.143939394,0,0.356060606,0.007575758,0.007575758
19,11020,COR ICJQ,1,0,0,8,1345,5.1,2,657,529,0,529,27,5,3,0,0,35,85,8,80,19,0,247,5,15,0.805175038,0.051039698,0.009451796,0.005671078,0,0,0.066162571,0.160680529,0.015122873,0.151228733,0.035916824,0,0.466918715,0.009451796,0.028355388
19,11021,COR ICJQ,1,0,0,8,1345,5.2,2,657,538,0,538,32,6,0,4,1,42,93,16,90,16,0,220,4,14,0.818873668,0.059479554,0.011152416,0,0.007434944,0.001858736,0.078066914,0.172862454,0.029739777,0.167286245,0.029739777,0,0.408921933,0.007434944,0.026022305
19,11022,COR ICJQ,1,0,0,8,1345,5.3,2,656,528,1,527,30,3,1,0,0,28,84,19,73,17,1,252,10,9,0.803353659,0.056925996,0.0056926,0.001897533,0,0,0.05313093,0.159392789,0.036053131,0.138519924,0.032258065,0.001897533,0.478178368,0.018975332,0.017077799
19,11023,COR ICJQ,1,0,0,8,1345,6.1,1,652,529,0,529,33,8,0,0,3,45,76,15,115,14,0,201,9,10,0.811349693,0.062381853,0.015122873,0,0,0.005671078,0.085066163,0.143667297,0.028355388,0.217391304,0.026465028,0,0.379962193,0.017013233,0.018903592
19,11024,COR ICJQ,1,0,0,8,1345,6.2,1,652,506,1,505,18,6,2,0,1,41,69,12,93,17,1,215,9,21,0.774539877,0.035643564,0.011881188,0.003960396,0,0.001980198,0.081188119,0.136633663,0.023762376,0.184158416,0.033663366,0.001980198,0.425742574,0.017821782,0.041584158
19,11025,COR ICJQ,1,0,0,8,1345,6.3,1,650,543,3,540,34,6,2,1,2,46,76,16,115,20,0,202,8,12,0.830769231,0.062962963,0.011111111,0.003703704,0.001851852,0.003703704,0.085185185,0.140740741,0.02962963,0.212962963,0.037037037,0,0.374074074,0.014814815,0.022222222
10,4763,COR MXH,1,0,0,8,276,2,2,600,431,0,431,28,6,0,0,2,14,68,10,46,30,0,218,2,7,0.718333333,0.064965197,0.013921114,0,0,0.004640371,0.032482599,0.157772622,0.023201856,0.106728538,0.069605568,0,0.505800464,0.004640371,0.016241299
10,4764,COR MXH,1,0,0,8,276,3.1,4,684,533,2,531,54,1,1,0,3,20,97,2,62,31,0,248,5,7,0.776315789,0.101694915,0.001883239,0.001883239,0,0.005649718,0.037664783,0.1826742,0.003766478,0.116760829,0.058380414,0,0.467043315,0.009416196,0.013182674
10,4765,COR MXH,1,0,0,8,276,3.2,4,683,515,0,515,50,0,0,0,1,11,95,9,50,35,0,249,4,11,0.754026354,0.097087379,0,0,0,0.001941748,0.021359223,0.184466019,0.017475728,0.097087379,0.067961165,0,0.483495146,0.00776699,0.021359223
20,11333,CORIT,1,0,0,8,1221,1.1,1,404,302,0,302,25,0,1,0,0,9,70,12,21,22,0,136,1,5,0.747524752,0.082781457,0,0.003311258,0,0,0.029801325,0.231788079,0.039735099,0.069536424,0.072847682,0,0.450331126,0.003311258,0.016556291
20,11334,CORIT,1,0,0,8,1221,1.2,1,351,259,0,259,21,3,0,0,0,11,43,7,28,15,0,123,0,8,0.737891738,0.081081081,0.011583012,0,0,0,0.042471042,0.166023166,0.027027027,0.108108108,0.057915058,0,0.474903475,0,0.030888031
18,10237,DBIRH,1,0,0,8,849,1,2,686,522,0,522,47,6,1,0,1,16,111,4,44,86,0,194,4,8,0.760932945,0.090038314,0.011494253,0.001915709,0,0.001915709,0.030651341,0.212643678,0.007662835,0.084291188,0.164750958,0,0.37164751,0.007662835,0.01532567
9,3767,DOR,1,0,0,8,738,1,1,286,214,0,214,16,1,1,0,0,7,54,4,44,5,1,70,2,9,0.748251748,0.074766355,0.004672897,0.004672897,0,0,0.03271028,0.252336449,0.018691589,0.205607477,0.023364486,0.004672897,0.327102804,0.009345794,0.042056075
20,11446,ECMON XGB,1,0,0,8,917,1,1,512,326,0,326,42,3,1,0,0,3,43,5,22,38,0,162,2,5,0.63671875,0.128834356,0.009202454,0.003067485,0,0,0.009202454,0.13190184,0.015337423,0.067484663,0.116564417,0,0.496932515,0.006134969,0.015337423
20,11447,ECMON XGB,1,0,0,8,917,2,1,491,357,1,356,37,1,0,0,2,9,53,6,18,45,0,180,0,5,0.725050916,0.103932584,0.002808989,0,0,0.005617978,0.025280899,0.148876404,0.016853933,0.050561798,0.126404494,0,0.505617978,0,0.014044944
20,11651,EDI,1,0,0,8,1199,2.1,1,502,369,0,369,26,5,0,0,0,17,67,10,72,4,0,154,4,10,0.735059761,0.070460705,0.013550136,0,0,0,0.046070461,0.181571816,0.027100271,0.195121951,0.010840108,0,0.417344173,0.010840108,0.027100271
20,11652,EDI,1,0,0,8,1199,2.2,1,502,370,0,370,18,2,2,0,1,19,72,13,68,10,0,160,2,3,0.737051793,0.048648649,0.005405405,0.005405405,0,0.002702703,0.051351351,0.194594595,0.035135135,0.183783784,0.027027027,0,0.432432432,0.005405405,0.008108108
20,11653,EDI,1,0,0,8,1199,2.3,1,502,368,4,364,20,6,0,0,0,12,83,15,53,7,0,160,1,7,0.725099602,0.054945055,0.016483516,0,0,0,0.032967033,0.228021978,0.041208791,0.145604396,0.019230769,0,0.43956044,0.002747253,0.019230769
19,11118,EDNIM,1,0,0,8,2035,1,1,293,220,0,220,15,2,0,0,1,10,39,4,26,12,1,99,0,11,0.750853242,0.068181818,0.009090909,0,0,0.004545455,0.045454545,0.177272727,0.018181818,0.118181818,0.054545455,0.004545455,0.45,0,0.05
9,3782,EIN AIILH,1,0,0,8,687,1.1,1,394,281,0,281,29,4,1,0,2,7,37,4,36,21,1,128,1,10,0.71319797,0.103202847,0.014234875,0.003558719,0,0.007117438,0.024911032,0.131672598,0.014234875,0.128113879,0.074733096,0.003558719,0.455516014,0.003558719,0.035587189
9,3783,EIN AIILH,1,0,0,8,687,1.2,1,394,281,0,281,33,5,0,0,0,7,56,9,22,16,1,127,1,4,0.71319797,0.117437722,0.017793594,0,0,0,0.024911032,0.199288256,0.03202847,0.078291815,0.056939502,0.003558719,0.451957295,0.003558719,0.014234875
18,10307,EIN HBXOR,1,0,0,8,1240,1.1,1,380,259,0,259,17,9,1,0,1,17,37,5,44,12,1,111,1,3,0.681578947,0.065637066,0.034749035,0.003861004,0,0.003861004,0.065637066,0.142857143,0.019305019,0.16988417,0.046332046,0.003861004,0.428571429,0.003861004,0.011583012
18,10308,EIN HBXOR,1,0,0,8,1240,1.2,2,379,269,1,268,17,0,0,0,0,17,46,4,37,22,0,113,3,9,0.707124011,0.063432836,0,0,0,0,0.063432836,0.171641791,0.014925373,0.138059701,0.082089552,0,0.421641791,0.01119403,0.03358209
9,3786,EIN KRML,1,0,0,8,426,1,1,543,405,0,405,81,4,0,1,0,9,66,11,15,36,0,177,1,4,0.745856354,0.2,0.009876543,0,0.002469136,0,0.022222222,0.162962963,0.027160494,0.037037037,0.088888889,0,0.437037037,0.002469136,0.009876543
10,4747,EIN ORD,1,0,0,8,157,1,1,635,483,1,482,50,1,1,1,3,7,82,9,33,26,3,260,2,4,0.759055118,0.10373444,0.002074689,0.002074689,0.002074689,0.006224066,0.014522822,0.170124481,0.018672199,0.06846473,0.053941909,0.006224066,0.539419087,0.004149378,0.008298755
10,4748,EIN ORD,1,0,0,8,157,2,1,522,395,0,395,49,4,3,1,1,6,75,11,29,34,0,176,1,5,0.756704981,0.124050633,0.010126582,0.007594937,0.002531646,0.002531646,0.015189873,0.189873418,0.027848101,0.073417722,0.086075949,0,0.44556962,0.002531646,0.012658228
10,4691,EOLX,1,0,0,8,737,1,1,454,326,0,326,21,6,0,0,0,15,62,1,50,8,0,145,5,13,0.718061674,0.064417178,0.018404908,0,0,0,0.04601227,0.190184049,0.003067485,0.153374233,0.024539877,0,0.444785276,0.015337423,0.039877301
10,4692,EOLX,1,0,0,8,737,2,1,333,254,1,253,19,1,1,0,1,12,40,3,49,11,0,105,3,8,0.75975976,0.075098814,0.003952569,0.003952569,0,0.003952569,0.04743083,0.158102767,0.011857708,0.193675889,0.043478261,0,0.415019763,0.011857708,0.031620553
17,9668,EROGOT,1,0,0,8,593,1,1,695,554,1,553,43,2,0,0,2,41,127,6,107,25,0,177,6,17,0.795683453,0.077757685,0.003616637,0,0,0.003616637,0.074141049,0.22965642,0.01084991,0.193490054,0.045207957,0,0.320072333,0.01084991,0.03074141
13,6779,GALIH,1,0,0,8,853,1.1,1,410,284,2,282,11,0,3,0,0,16,52,7,56,13,0,116,0,8,0.687804878,0.039007092,0,0.010638298,0,0,0.056737589,0.184397163,0.024822695,0.19858156,0.046099291,0,0.411347518,0,0.028368794
13,6780,GALIH,1,0,0,8,853,1.2,1,410,320,3,317,23,0,0,0,1,12,59,13,50,8,0,142,1,8,0.773170732,0.072555205,0,0,0,0.003154574,0.03785489,0.186119874,0.041009464,0.157728707,0.025236593,0,0.447949527,0.003154574,0.025236593
9,3765,GBE KRML,1,0,0,8,683,1.1,1,365,272,0,272,21,2,0,0,0,25,52,0,69,6,0,91,2,4,0.745205479,0.077205882,0.007352941,0,0,0,0.091911765,0.191176471,0,0.253676471,0.022058824,0,0.334558824,0.007352941,0.014705882
9,3766,GBE KRML,1,0,0,8,683,1.2,1,364,278,0,278,28,2,1,0,0,23,54,0,67,9,1,87,4,2,0.763736264,0.100719424,0.007194245,0.003597122,0,0,0.082733813,0.194244604,0,0.241007194,0.032374101,0.003597122,0.31294964,0.014388489,0.007194245
18,10235,GBEOT BR,1,0,0,8,1344,1.1,2,352,273,0,273,12,3,0,1,0,51,55,7,75,0,0,58,6,5,0.775568182,0.043956044,0.010989011,0,0.003663004,0,0.186813187,0.201465201,0.025641026,0.274725275,0,0,0.212454212,0.021978022,0.018315018
18,10236,GBEOT BR,1,0,0,8,1344,1.2,2,351,279,1,278,13,4,0,0,0,44,65,3,71,6,1,61,1,9,0.792022792,0.04676259,0.014388489,0,0,0,0.158273381,0.23381295,0.010791367,0.255395683,0.021582734,0.003597122,0.21942446,0.003597122,0.032374101
19,10850,GBET JN,1,0,0,8,207,1,1,285,235,0,235,29,3,0,1,0,6,47,1,19,29,0,93,0,7,0.824561404,0.123404255,0.012765957,0,0.004255319,0,0.025531915,0.2,0.004255319,0.080851064,0.123404255,0,0.395744681,0,0.029787234
17,9624,GIAH,1,0,0,8,706,1,1,574,431,1,430,34,5,2,0,2,37,65,6,88,18,0,159,7,7,0.74912892,0.079069767,0.011627907,0.004651163,0,0.004651163,0.086046512,0.151162791,0.013953488,0.204651163,0.041860465,0,0.369767442,0.01627907,0.01627907
13,6400,GIBTON,1,0,0,8,196,1,1,276,216,0,216,31,0,1,0,0,11,30,7,22,12,0,99,1,2,0.782608696,0.143518519,0,0.00462963,0,0,0.050925926,0.138888889,0.032407407,0.101851852,0.055555556,0,0.458333333,0.00462963,0.009259259
20,11247,GILON,1,0,0,8,1204,1,3,476,326,3,323,26,4,1,1,0,9,58,14,28,15,0,164,0,3,0.678571429,0.080495356,0.012383901,0.003095975,0.003095975,0,0.027863777,0.179566563,0.043343653,0.086687307,0.046439628,0,0.507739938,0,0.009287926
20,11248,GILON,1,0,0,8,1204,2,4,461,347,0,347,32,6,1,0,0,5,53,15,35,18,0,176,0,6,0.752711497,0.09221902,0.017291066,0.002881844,0,0,0.014409222,0.152737752,0.043227666,0.100864553,0.051873199,0,0.507204611,0,0.017291066
2,902,GIZO,1,0,0,8,1043,1,2,150,119,0,119,11,0,0,0,0,6,12,3,46,11,0,25,3,2,0.793333333,0.092436975,0,0,0,0,0.050420168,0.100840336,0.025210084,0.386554622,0.092436975,0,0.210084034,0.025210084,0.016806723
9,3868,GN HXOMRON,1,0,0,8,225,1,1,642,479,0,479,45,4,0,2,3,13,77,1,47,51,0,230,1,5,0.746105919,0.09394572,0.008350731,0,0.004175365,0.006263048,0.027139875,0.160751566,0.002087683,0.098121086,0.106471816,0,0.480167015,0.002087683,0.010438413
10,4630,GN IAXIH,1,0,0,8,734,1,1,678,516,1,515,49,17,1,0,1,7,79,11,37,46,0,252,4,11,0.759587021,0.095145631,0.033009709,0.001941748,0,0.001941748,0.013592233,0.153398058,0.021359223,0.07184466,0.089320388,0,0.489320388,0.00776699,0.021359223
19,10851,GN JIIM,1,0,0,8,239,1,1,544,433,3,430,58,2,0,0,1,11,77,10,27,35,0,201,4,4,0.790441176,0.134883721,0.004651163,0,0,0.002325581,0.025581395,0.179069767,0.023255814,0.062790698,0.081395349,0,0.46744186,0.009302326,0.009302326
13,6589,GN XORQ,1,0,0,8,311,1,1,266,197,1,196,11,3,0,0,1,9,46,4,39,4,0,75,1,3,0.736842105,0.056122449,0.015306122,0,0,0.005102041,0.045918367,0.234693878,0.020408163,0.198979592,0.020408163,0,0.382653061,0.005102041,0.015306122
19,11034,GNI EM,1,0,0,8,218,1,1,210,171,1,170,18,1,0,0,2,2,29,4,22,20,0,71,0,1,0.80952381,0.105882353,0.005882353,0,0,0.011764706,0.011764706,0.170588235,0.023529412,0.129411765,0.117647059,0,0.417647059,0,0.005882353
12,5923,GNI HDR,1,0,0,8,1103,1,1,286,226,0,226,32,2,0,0,0,5,46,7,28,21,0,82,0,3,0.79020979,0.14159292,0.008849558,0,0,0,0.022123894,0.203539823,0.030973451,0.123893805,0.092920354,0,0.362831858,0,0.013274336
12,5922,GNOT,1,0,0,8,836,1,1,345,271,0,271,26,1,1,0,3,20,57,6,57,12,0,74,5,9,0.785507246,0.095940959,0.003690037,0.003690037,0,0.011070111,0.073800738,0.210332103,0.022140221,0.210332103,0.044280443,0,0.273062731,0.018450185,0.033210332
10,4727,GNOT HDR,1,0,0,8,549,1.1,1,375,272,0,272,12,1,2,0,0,12,53,4,55,3,0,118,7,5,0.725333333,0.044117647,0.003676471,0.007352941,0,0,0.044117647,0.194852941,0.014705882,0.202205882,0.011029412,0,0.433823529,0.025735294,0.018382353
10,4728,GNOT HDR,1,0,0,8,549,1.2,1,374,273,0,273,7,4,0,0,0,25,53,4,71,5,0,95,5,4,0.729946524,0.025641026,0.014652015,0,0,0,0.091575092,0.194139194,0.014652015,0.26007326,0.018315018,0,0.347985348,0.018315018,0.014652015
11,5392,GT RIMON,1,0,0,8,128,1,1,192,142,0,142,9,1,1,0,0,7,26,2,28,7,0,55,1,5,0.739583333,0.063380282,0.007042254,0.007042254,0,0,0.049295775,0.183098592,0.014084507,0.197183099,0.049295775,0,0.387323944,0.007042254,0.035211268
9,3768,HBONIM,1,0,0,8,675,1,2,315,203,0,203,30,0,0,1,1,2,25,3,9,22,0,105,1,4,0.644444444,0.147783251,0,0,0.004926108,0.004926108,0.009852217,0.123152709,0.014778325,0.044334975,0.108374384,0,0.517241379,0.004926108,0.019704433
10,4631,HDR EM,1,0,0,8,191,1,1,545,420,0,420,31,0,0,0,1,12,60,12,34,48,1,216,1,4,0.770642202,0.073809524,0,0,0,0.002380952,0.028571429,0.142857143,0.028571429,0.080952381,0.114285714,0.002380952,0.514285714,0.002380952,0.00952381
5,2154,HSOLLIM,1,0,0,8,677,1.1,1,380,278,0,278,39,0,1,0,3,10,53,4,26,21,0,115,3,3,0.731578947,0.14028777,0,0.003597122,0,0.010791367,0.035971223,0.190647482,0.014388489,0.09352518,0.075539568,0,0.413669065,0.010791367,0.010791367
5,2155,HSOLLIM,1,0,0,8,677,1.2,1,380,279,0,279,29,0,0,0,0,6,52,3,31,18,0,136,1,3,0.734210526,0.103942652,0,0,0,0,0.021505376,0.186379928,0.010752688,0.111111111,0.064516129,0,0.487455197,0.003584229,0.010752688
20,11370,IED,1,0,0,8,1138,1,1,628,445,0,445,90,2,0,0,2,4,61,5,11,72,3,185,0,10,0.708598726,0.202247191,0.004494382,0,0,0.004494382,0.008988764,0.137078652,0.011235955,0.024719101,0.161797753,0.006741573,0.415730337,0,0.02247191
10,4735,IEP,1,0,0,8,1044,1,1,185,134,0,134,11,0,0,1,1,11,25,0,21,11,0,44,5,4,0.724324324,0.082089552,0,0,0.007462687,0.007462687,0.082089552,0.186567164,0,0.156716418,0.082089552,0,0.328358209,0.037313433,0.029850746
20,11367,IOBLIM,1,0,0,8,1226,1,2,569,419,0,419,62,0,0,0,2,9,47,11,18,51,2,208,0,9,0.736379613,0.14797136,0,0,0,0.00477327,0.021479714,0.112171838,0.026252983,0.042959427,0.121718377,0.00477327,0.496420048,0,0.021479714
20,11368,IOBLIM,1,0,0,8,1226,2,2,486,356,1,355,48,4,1,1,1,5,34,15,14,39,1,187,0,5,0.730452675,0.135211268,0.011267606,0.002816901,0.002816901,0.002816901,0.014084507,0.095774648,0.042253521,0.03943662,0.109859155,0.002816901,0.526760563,0,0.014084507
5,2254,IQNEM MOXBH,1,0,0,8,241,1,1,490,367,0,367,47,3,0,0,1,12,51,7,29,22,1,186,2,6,0.748979592,0.128065395,0.008174387,0,0,0.002724796,0.032697548,0.138964578,0.019073569,0.079019074,0.059945504,0.002724796,0.506811989,0.005449591,0.016348774
5,2255,IQNEM MOXBH,1,0,0,8,241,2,1,529,390,0,390,44,7,0,0,1,12,51,10,27,42,1,185,2,8,0.737240076,0.112820513,0.017948718,0,0,0.002564103,0.030769231,0.130769231,0.025641026,0.069230769,0.107692308,0.002564103,0.474358974,0.005128205,0.020512821
19,11115,IRQONH,1,0,0,8,183,1,1,309,224,0,224,23,2,0,0,1,4,39,1,23,22,0,104,3,2,0.724919094,0.102678571,0.008928571,0,0,0.004464286,0.017857143,0.174107143,0.004464286,0.102678571,0.098214286,0,0.464285714,0.013392857,0.008928571
18,10296,IXE,1,0,0,8,916,1,1,301,216,1,215,11,1,2,0,0,34,24,1,63,7,0,66,2,4,0.714285714,0.051162791,0.004651163,0.009302326,0,0,0.158139535,0.111627907,0.004651163,0.293023256,0.03255814,0,0.306976744,0.009302326,0.018604651
10,4635,JGLH,1,0,0,8,205,1,1,554,412,1,411,77,4,1,0,2,10,63,6,23,42,0,178,0,5,0.741877256,0.187347932,0.00973236,0.00243309,0,0.00486618,0.0243309,0.153284672,0.01459854,0.055961071,0.102189781,0,0.433090024,0,0.01216545
10,4638,JIBT CION,1,0,0,8,219,1,1,536,425,0,425,38,11,4,0,0,43,83,6,45,25,0,161,4,5,0.792910448,0.089411765,0.025882353,0.009411765,0,0,0.101176471,0.195294118,0.014117647,0.105882353,0.058823529,0,0.378823529,0.009411765,0.011764706
10,4639,JNIAL,1,0,0,8,807,1,1,647,470,1,469,47,2,0,2,3,17,78,10,45,43,0,209,0,13,0.72488408,0.10021322,0.004264392,0,0.004264392,0.006396588,0.036247335,0.166311301,0.021321962,0.095948827,0.091684435,0,0.445628998,0,0.02771855
12,5927,JOLDH,1,0,0,8,160,1.1,1,356,273,0,273,28,1,0,0,0,13,45,4,32,23,0,123,0,4,0.766853933,0.102564103,0.003663004,0,0,0,0.047619048,0.164835165,0.014652015,0.117216117,0.084249084,0,0.450549451,0,0.014652015
12,5928,JOLDH,1,0,0,8,160,1.2,1,356,279,0,279,29,1,1,0,0,13,40,7,30,21,0,130,1,6,0.783707865,0.103942652,0.003584229,0.003584229,0,0,0.046594982,0.143369176,0.025089606,0.107526882,0.075268817,0,0.465949821,0.003584229,0.021505376
10,4636,JOPIT,1,0,0,8,115,1.1,1,394,286,1,285,32,6,1,1,1,1,40,9,14,34,1,139,0,6,0.723350254,0.112280702,0.021052632,0.003508772,0.003508772,0.003508772,0.003508772,0.140350877,0.031578947,0.049122807,0.119298246,0.003508772,0.487719298,0,0.021052632
10,4637,JOPIT,1,0,0,8,115,1.2,1,394,288,5,283,25,0,0,0,1,2,40,8,28,35,1,140,0,3,0.718274112,0.088339223,0,0,0,0.003533569,0.007067138,0.141342756,0.028268551,0.098939929,0.123674912,0.003533569,0.494699647,0,0.010600707
3,1332,KJL,1,0,0,8,1210,1,1,364,270,0,270,24,3,0,0,1,17,66,6,33,15,0,94,4,7,0.741758242,0.088888889,0.011111111,0,0,0.003703704,0.062962963,0.244444444,0.022222222,0.122222222,0.055555556,0,0.348148148,0.014814815,0.025925926
19,10864,KOKB IAIR,1,0,0,8,1224,102,105,675,500,0,500,53,14,1,0,1,27,88,13,68,25,0,201,4,5,0.740740741,0.106,0.028,0.002,0,0.002,0.054,0.176,0.026,0.136,0.05,0,0.402,0.008,0.01
19,10865,KOKB IAIR,1,0,0,8,1224,105,105,685,490,3,487,38,14,0,0,1,37,95,14,79,19,0,181,5,4,0.710948905,0.078028747,0.028747433,0,0,0.002053388,0.075975359,0.195071869,0.028747433,0.162217659,0.039014374,0,0.371663244,0.01026694,0.008213552
19,10866,KOKB IAIR,1,0,0,8,1224,106.1,106,608,444,0,444,35,10,1,1,1,22,76,11,64,37,0,179,2,5,0.730263158,0.078828829,0.022522523,0.002252252,0.002252252,0.002252252,0.04954955,0.171171171,0.024774775,0.144144144,0.083333333,0,0.403153153,0.004504505,0.011261261
19,10867,KOKB IAIR,1,0,0,8,1224,106.2,106,608,442,3,439,37,13,1,0,0,23,82,14,76,21,0,163,1,8,0.722039474,0.08428246,0.029612756,0.002277904,0,0,0.0523918,0.186788155,0.031890661,0.173120729,0.047835991,0,0.371298405,0.002277904,0.018223235
19,10868,KOKB IAIR,1,0,0,8,1224,106.3,106,608,421,1,420,39,14,1,0,0,18,59,16,61,14,0,185,4,9,0.690789474,0.092857143,0.033333333,0.002380952,0,0,0.042857143,0.14047619,0.038095238,0.145238095,0.033333333,0,0.44047619,0.00952381,0.021428571
19,10869,KOKB IAIR,1,0,0,8,1224,106.4,106,605,448,3,445,44,20,3,0,1,12,63,25,69,30,0,167,1,10,0.73553719,0.098876404,0.04494382,0.006741573,0,0.002247191,0.026966292,0.141573034,0.056179775,0.15505618,0.06741573,0,0.375280899,0.002247191,0.02247191
19,10870,KOKB IAIR,1,0,0,8,1224,107,105,501,360,1,359,30,6,0,0,0,19,40,24,68,14,0,144,3,11,0.716566866,0.08356546,0.016713092,0,0,0,0.052924791,0.111420613,0.066852368,0.189415042,0.038997214,0,0.401114206,0.008356546,0.030640669
13,6848,KPR ABIB,1,0,0,8,857,1,1,562,409,0,409,27,0,3,0,0,17,79,8,61,29,0,169,10,6,0.727758007,0.06601467,0,0.007334963,0,0,0.041564792,0.193154034,0.019559902,0.149144254,0.070904645,0,0.413202934,0.024449878,0.014669927
2,908,KPR AORIH,1,0,0,8,364,1,1,551,431,0,431,44,4,1,0,4,30,75,4,99,41,0,104,7,18,0.782214156,0.102088167,0.009280742,0.002320186,0,0.009280742,0.069605568,0.174013921,0.009280742,0.229698376,0.09512761,0,0.241299304,0.016241299,0.041763341
8,3403,KPR BIALIQ,1,0,0,8,220,1,1,474,353,1,352,21,1,1,0,1,19,68,7,86,18,0,120,3,7,0.742616034,0.059659091,0.002840909,0.002840909,0,0.002840909,0.053977273,0.193181818,0.019886364,0.244318182,0.051136364,0,0.340909091,0.008522727,0.019886364
13,6402,KPR BILO,1,0,0,8,177,1.1,1,434,333,1,332,33,4,8,0,1,19,65,12,36,28,1,120,3,2,0.764976959,0.09939759,0.012048193,0.024096386,0,0.003012048,0.057228916,0.195783133,0.036144578,0.108433735,0.084337349,0.003012048,0.361445783,0.009036145,0.006024096
13,6403,KPR BILO,1,0,0,8,177,1.2,1,433,342,0,342,47,4,1,0,1,10,75,5,25,30,0,137,4,3,0.789838337,0.137426901,0.011695906,0.002923977,0,0.002923977,0.029239766,0.219298246,0.014619883,0.073099415,0.087719298,0,0.400584795,0.011695906,0.00877193
12,5936,KPR BN NON,1,0,0,8,2010,1,1,548,431,0,431,42,3,0,0,3,38,59,8,71,51,0,142,7,7,0.78649635,0.097447796,0.006960557,0,0,0.006960557,0.088167053,0.136890951,0.018561485,0.164733179,0.118329466,0,0.329466357,0.016241299,0.016241299
12,5985,KPR HAORNIM,1,0,0,8,3796,1,1,593,426,0,426,32,5,1,0,0,25,80,10,61,32,1,167,1,11,0.718381113,0.075117371,0.011737089,0.002347418,0,0,0.058685446,0.187793427,0.023474178,0.143192488,0.075117371,0.002347418,0.392018779,0.002347418,0.025821596
